GlobalTrialNumber,PairNumber,PairVariance,PairDescription,FilterPhase,FilterType,FilterRank,FilterVariance,FilterLatency,LayoutIndex,TrialInLayout,TargetSize,Amplitude,Direction,DirectionIndex,MovementTime,EntryBasedMT,TotalTime,EffectiveAmplitude,ActualAmplitude,StartX,StartY,EndpointX,EndpointY,LastEntryX,LastEntryY,SelectionX,SelectionY,TargetX,TargetY,ReEntryCount,PeakSpeed,TrialStartTime,MovementStartTime,MovementOnsetTime,MovementOffsetTime,FirstEntryTime,LastEntryTime,SelectionTime
1,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,0,0,27.419999999999998,228.5,0,0,3.9097,3.6602,5.6751,236.03,225.76,840.00,457.00,1075.91,464.40,1078.40,466.28,1065.67,463.42,1068.50,457.00,1,229.8,53102.20,53725.60,53725.60,57635.30,54992.90,57385.80,59400.70
2,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,0,1,27.419999999999998,228.5,180,1,5.4592,5.2261,7.2337,465.76,452.17,1068.50,457.00,602.78,462.86,605.12,468.81,616.34,460.57,840.00,457.00,1,476.3,59910.60,59925.90,59925.90,65385.10,62152.50,65152.00,67159.60
3,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,0,2,27.419999999999998,228.5,45,2,8.3093,8.1590,10.1755,425.53,432.52,611.50,457.00,1008.61,609.92,1008.09,606.53,1008.94,627.64,773.07,618.57,4,442.7,67661.10,68126.50,68126.50,76435.80,70026.70,76285.50,78302.00
4,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,0,3,27.419999999999998,228.5,225,3,3.9328,3.9328,5.9493,470.37,452.26,1001.57,618.57,668.68,286.26,668.68,286.26,678.69,301.90,840.00,457.00,1,428.4,78809.50,79193.50,79193.50,83126.30,81517.50,83126.30,85142.80
5,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,0,4,27.419999999999998,228.5,90,4,5.2901,5.1066,7.1150,432.34,432.55,678.43,295.43,848.35,692.98,848.44,696.06,850.78,692.15,678.43,523.93,1,343.8,85660.30,86195.30,86195.30,91485.40,88317.70,91301.90,93310.30
6,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,0,5,27.419999999999998,228.5,270,5,7.6686,7.1753,9.1762,462.67,465.92,840.00,685.50,840.56,222.83,844.82,241.13,841.16,219.58,840.00,457.00,2,409.7,93812.50,93826.40,93984.20,101652.80,98077.00,101001.70,103002.60
7,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,0,6,27.419999999999998,228.5,135,6,5.8002,5.8002,7.8090,432.47,413.15,840.00,228.50,683.00,631.46,683.00,631.46,674.78,607.18,678.43,390.07,1,548.8,103519.90,103643.20,103643.20,109443.40,107243.10,109443.40,111452.20
8,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,0,7,27.419999999999998,228.5,315,7,8.3590,8.1230,10.1312,455.99,457.89,678.43,618.57,996.90,292.23,1002.58,309.03,1000.62,293.22,840.00,457.00,2,429.6,111968.40,111970.70,112326.70,120685.70,115185.20,120093.70,122101.90
9,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,1,0,27.419999999999998,411.3,0,0,4.9170,5.1501,7.1579,424.26,403.83,840.00,457.00,1264.24,461.37,1264.24,461.37,1243.82,459.72,1251.30,457.00,0,2823.4,131776.40,132551.90,132785.00,137702.00,137702.00,137702.00,139709.80
10,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,1,1,27.419999999999998,411.3,180,1,6.0745,6.1327,8.1333,821.73,824.10,1251.30,457.00,429.68,470.47,429.68,470.47,427.21,461.41,840.00,457.00,0,2616.7,140219.10,140235.50,140293.70,146368.20,146368.20,146368.20,148368.80
11,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,1,2,27.419999999999998,411.3,45,2,4.1435,4.2666,6.2751,771.30,764.22,428.70,457.00,1138.30,759.27,1138.30,759.27,1133.06,753.51,719.53,747.83,1,6046.3,148885.30,149368.60,149491.70,153635.20,151943.40,153635.20,155643.70
12,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,1,3,27.419999999999998,411.3,225,3,5.4582,5.4582,7.4582,832.90,834.99,1130.83,747.83,548.33,152.51,548.33,152.51,540.54,157.28,840.00,457.00,0,2122.5,156152.10,156384.90,156384.90,161843.10,161843.10,161843.10,163843.10
13,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,1,4,27.419999999999998,411.3,90,4,6.9475,6.9475,8.9487,773.22,763.28,549.17,166.17,847.52,879.51,847.52,879.51,849.21,868.00,549.17,577.47,1,1462.6,164345.20,164985.70,164985.70,171933.20,169418.30,171933.20,173934.40
14,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,1,5,27.419999999999998,411.3,270,5,5.7672,5.7838,7.7842,809.37,813.67,840.00,868.30,841.71,58.93,841.71,58.93,847.45,54.67,840.00,457.00,0,3004.2,174452.80,174676.40,174693.00,180460.20,180460.20,180460.20,182460.60
15,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,1,6,27.419999999999998,411.3,135,6,6.2244,6.6412,8.6583,773.63,759.09,840.00,45.70,544.64,760.73,544.64,760.73,554.61,749.10,549.17,336.53,0,4151.9,182964.20,182980.50,183397.30,189621.70,189621.70,189621.70,191638.80
16,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,1,7,27.419999999999998,411.3,315,7,9.4704,9.5701,11.5789,809.75,827.69,549.17,747.83,1124.05,177.57,1124.05,177.57,1132.98,161.11,840.00,457.00,1,4065.2,192147.20,192380.50,192480.20,201950.60,200184.30,201950.60,203959.40
17,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,2,0,54.839999999999996,228.5,0,0,8.8416,9.0250,11.0418,254.49,217.81,840.00,457.00,1094.32,466.23,1094.32,466.23,1057.78,460.34,1068.50,457.00,3,1335.9,210818.00,211325.90,211509.30,220350.90,212784.40,220350.90,222367.70
18,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,2,1,54.839999999999996,228.5,180,1,3.8825,3.9164,5.9246,483.25,451.26,1068.50,457.00,585.30,463.78,585.30,463.78,617.25,455.93,840.00,457.00,1,2611.0,222884.70,223342.80,223376.70,227259.20,225377.20,227259.20,229267.40
19,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,2,2,54.839999999999996,228.5,45,2,3.4814,3.5483,5.5564,424.21,432.02,611.50,457.00,992.28,643.99,992.28,643.99,1005.13,635.05,773.07,618.57,0,5403.8,229769.10,230318.30,230385.20,233866.60,233866.60,233866.60,235874.70
20,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,2,3,54.839999999999996,228.5,225,3,6.8999,6.8999,8.9005,476.73,477.25,1001.57,618.57,678.33,268.17,678.33,268.17,676.87,268.81,840.00,457.00,3,4476.6,236376.90,236833.80,236833.80,243733.70,238042.60,243733.70,245734.30
21,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,2,4,54.839999999999996,228.5,90,4,8.3582,8.3584,10.3586,449.01,410.74,678.43,295.43,850.25,710.25,850.63,710.72,835.84,674.80,678.43,523.93,2,3167.2,246235.50,246575.50,246593.00,254951.20,249742.10,254933.90,256934.10
22,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,2,5,54.839999999999996,228.5,270,5,4.1816,4.4665,6.4745,464.01,449.06,840.00,685.50,866.64,222.26,866.64,222.26,834.43,236.48,840.00,457.00,1,3376.8,257451.30,257942.20,258227.10,262408.70,259684.30,262408.70,264416.70
23,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,2,6,54.839999999999996,228.5,135,6,7.1249,7.1249,9.1251,432.73,422.10,840.00,228.50,698.15,637.32,698.15,637.32,677.12,617.90,678.43,390.07,2,1937.4,264917.80,265250.60,265250.60,272375.50,267125.90,272375.50,274375.70
24,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,2,7,54.839999999999996,228.5,315,7,2.8252,2.9499,4.9583,433.84,478.44,678.43,618.57,994.80,321.73,994.80,321.73,1019.54,283.09,840.00,457.00,0,2740.5,274884.80,275400.50,275525.20,278350.40,278350.40,278350.40,280358.80
25,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,3,0,54.839999999999996,406.72999999999996,0,0,3.5495,3.6000,5.6003,383.60,415.50,840.00,457.00,1223.33,442.78,1223.33,442.78,1255.47,461.72,1246.73,457.00,0,2361.9,286808.40,287592.00,287642.50,291192.00,291192.00,291192.00,293192.30
26,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,3,1,54.839999999999996,406.72999999999996,180,1,7.6326,7.7156,9.7244,794.24,823.92,1246.73,457.00,452.69,474.77,453.55,475.43,422.81,454.47,840.00,457.00,2,3441.2,293701.40,294075.90,294192.10,301824.70,297733.80,301791.50,303800.30
27,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,3,2,54.839999999999996,406.72999999999996,45,2,3.6837,3.8500,5.8500,725.23,772.04,433.27,457.00,1104.26,732.20,1104.26,732.20,1144.67,756.95,720.87,744.60,0,1904.1,304318.20,304425.10,304591.40,308275.10,308275.10,308275.10,310275.10
28,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,3,3,54.839999999999996,406.72999999999996,225,3,5.2071,5.2918,7.2920,804.65,833.76,1127.60,744.60,577.10,157.73,577.10,157.73,536.90,156.18,840.00,457.00,0,3439.8,310784.60,311041.50,311126.20,316333.30,316333.30,316333.30,318333.50
29,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,3,4,54.839999999999996,406.72999999999996,90,4,4.7597,5.0905,7.0994,732.62,760.23,552.40,169.40,849.89,838.90,849.59,838.11,842.87,871.95,552.40,576.13,0,1957.4,318851.50,319192.70,319525.60,324285.30,324283.20,324283.20,326292.10
30,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,3,5,54.839999999999996,406.72999999999996,270,5,6.5252,6.5582,8.5590,840.62,806.60,840.00,863.73,841.42,23.11,841.42,23.11,848.50,57.17,840.00,457.00,1,2492.1,326809.40,327167.60,327200.60,333725.80,331000.90,333725.80,335726.60
31,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,3,6,54.839999999999996,406.72999999999996,135,6,4.1264,4.0924,6.0933,729.81,772.73,840.00,50.27,549.44,719.74,550.34,717.39,542.05,763.25,552.40,337.87,0,2159.9,336242.60,336550.20,336550.20,340676.60,340642.60,340642.60,342643.50
32,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,3,7,54.839999999999996,406.72999999999996,315,7,6.2320,6.2657,8.2660,838.78,799.00,552.40,744.60,1152.72,158.80,1152.72,158.80,1123.81,186.13,840.00,457.00,1,2172.5,343158.80,343658.60,343692.30,349924.30,347948.70,349924.30,351924.60
33,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,4,0,91.4,228.5,0,0,1.7081,1.7075,3.7159,185.29,200.54,840.00,457.00,1024.92,445.37,1024.44,445.17,1040.54,457.89,1068.50,457.00,0,1074.0,358224.70,359158.50,359158.50,360866.60,360866.00,360866.00,362874.40
34,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,4,1,91.4,228.5,180,1,2.0741,2.1238,4.1241,412.89,478.26,1068.50,457.00,655.61,457.13,655.61,457.13,591.41,490.39,840.00,457.00,0,1841.2,363384.20,363384.30,363434.00,365508.10,365508.10,365508.10,367508.40
35,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,4,2,91.4,228.5,45,2,9.3174,9.3980,11.4142,388.78,415.28,611.50,457.00,980.54,579.29,980.54,579.29,997.45,610.30,773.07,618.57,3,1730.2,368017.40,368052.20,368132.80,377450.20,370249.90,377450.20,379466.40
36,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,4,3,91.4,228.5,225,3,5.2677,5.2677,7.2687,499.49,454.27,1001.57,618.57,658.52,255.52,658.52,255.52,676.35,301.42,840.00,457.00,1,1930.0,379974.90,380106.60,380106.60,385374.30,382615.90,385374.30,387375.30
37,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,4,4,91.4,228.5,90,4,2.4104,2.4620,4.4707,467.32,465.97,678.43,295.43,864.07,724.29,864.07,724.29,868.57,720.83,678.43,523.93,1,5189.5,387882.80,388424.90,388476.50,390886.90,389836.30,390886.90,392895.60
38,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,4,5,91.4,228.5,270,5,11.7244,11.7245,13.7333,493.83,440.99,840.00,685.50,867.77,192.45,867.77,192.45,874.58,245.87,840.00,457.00,3,2771.8,393413.00,394187.10,394187.20,405911.60,396237.50,405911.60,407920.40
39,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,4,6,91.4,228.5,135,6,3.0619,3.0951,5.0955,467.67,432.18,840.00,228.50,656.87,658.82,656.87,658.82,659.34,621.10,678.43,390.07,1,2523.2,408429.30,408537.30,408570.50,411632.40,410441.30,411632.40,413632.80
40,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,4,7,91.4,228.5,315,7,6.0246,6.0006,8.0146,457.61,438.69,678.43,618.57,1032.31,328.44,1032.77,328.60,1005.89,326.65,840.00,457.00,2,1405.6,414134.40,415379.60,415379.60,421404.20,417524.00,421380.20,423394.20
41,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,5,0,91.4,388.45,0,0,2.7331,2.7331,4.7413,352.42,383.16,840.00,457.00,1191.41,430.32,1191.41,430.32,1222.71,438.34,1228.45,457.00,0,1431.3,429420.30,430262.10,430262.10,432995.20,432995.20,432995.20,435003.40
42,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,5,1,91.4,388.45,180,1,3.1253,3.1429,5.1432,788.15,801.55,1228.45,457.00,441.55,412.54,441.55,412.54,427.02,470.73,840.00,457.00,0,3092.8,435521.70,435902.60,435920.20,439045.50,439045.50,439045.50,441045.80
43,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,5,2,91.4,388.45,45,2,3.8501,3.8667,5.8670,760.65,721.12,451.55,457.00,1148.58,761.53,1148.58,761.53,1125.58,713.31,726.23,731.68,0,4861.8,441562.20,442153.40,442170.00,446020.10,446020.10,446020.10,448020.40
44,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,5,3,91.4,388.45,225,3,8.3164,8.3334,10.3339,811.52,776.48,1114.68,731.68,562.76,136.74,562.76,136.74,583.00,165.78,840.00,457.00,2,3928.0,448537.30,448778.30,448795.30,457111.70,453595.30,457111.70,459112.20
45,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,5,4,91.4,388.45,90,4,4.6499,4.6665,6.6672,763.04,699.82,565.32,182.32,857.00,887.41,857.00,887.41,855.67,819.07,565.32,570.77,1,2307.8,459629.30,460036.80,460053.40,464703.30,463139.50,464703.30,466704.00
46,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,5,5,91.4,388.45,270,5,4.4566,4.4906,6.4909,817.47,774.31,840.00,845.45,860.93,28.25,860.93,28.25,857.85,71.35,840.00,457.00,1,2335.3,467220.70,467295.20,467329.20,471785.80,470019.20,471785.80,473786.10
47,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,5,6,91.4,388.45,135,6,4.1331,4.1331,6.1333,762.76,705.03,840.00,68.55,546.31,772.50,546.31,772.50,575.98,722.27,565.32,343.23,0,1527.7,474303.90,474720.30,474720.30,478853.40,478853.40,478853.40,480853.60
48,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",0,exponential,interp,3.2225,2405.71,5,7,91.4,388.45,315,7,7.2085,7.2086,9.2168,749.05,791.43,565.32,731.68,1069.27,177.50,1069.27,177.50,1137.96,185.37,840.00,457.00,2,1794.0,481370.70,482061.20,482061.30,489269.80,485861.10,489269.80,491278.00
49,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,0,0,27.419999999999998,228.5,0,0,1.6421,1.6421,3.6512,236.13,227.80,840.00,457.00,1075.86,468.28,1075.86,468.28,1067.69,464.10,1068.50,457.00,0,172.9,503636.20,504002.20,504002.20,505644.30,505644.30,505644.30,507653.40
50,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,0,1,27.419999999999998,228.5,180,1,14.7028,14.7028,16.7112,449.02,461.46,1068.50,457.00,619.61,467.85,619.61,467.85,607.06,461.56,840.00,457.00,5,446.1,508161.40,508162.70,508162.70,522865.50,509019.70,522865.50,524873.90
51,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,0,2,27.419999999999998,228.5,45,2,5.1582,5.1582,7.1665,431.64,421.40,611.50,457.00,1006.33,631.42,1006.33,631.42,1000.57,618.88,773.07,618.57,1,655.6,525382.10,525548.20,525548.20,530706.40,529106.60,530706.40,532714.70
52,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,0,3,27.419999999999998,228.5,225,3,9.9582,9.9911,11.9989,444.13,459.54,1001.57,618.57,684.35,307.74,684.35,307.74,674.65,295.63,840.00,457.00,1,1435.8,533232.90,533340.20,533373.10,543331.30,539840.00,543331.30,545339.10
53,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,0,4,27.419999999999998,228.5,90,4,1.3501,1.3502,3.3581,433.07,408.94,678.43,295.43,840.74,696.93,840.74,696.93,837.81,672.03,678.43,523.93,1,806.7,545848.50,545864.60,545864.70,547214.80,546431.60,547214.80,549222.70
54,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,0,5,27.419999999999998,228.5,270,5,3.3919,3.4905,5.4992,444.98,447.94,840.00,685.50,845.55,240.56,845.55,240.56,843.79,237.57,840.00,457.00,0,443.8,549740.90,549741.00,549839.60,553231.50,553231.50,553231.50,555240.20
55,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,0,6,27.419999999999998,228.5,135,6,11.3660,11.3817,13.3904,409.93,428.27,840.00,228.50,677.74,604.95,677.74,604.95,684.09,627.38,678.43,390.07,2,442.8,555757.80,555757.90,555773.60,567139.60,562306.30,567139.60,569148.30
56,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,0,7,27.419999999999998,228.5,315,7,2.9501,2.9995,5.0000,445.01,455.68,678.43,618.57,997.38,308.24,997.38,308.24,1002.02,297.74,840.00,457.00,1,694.9,569665.20,570148.50,570197.90,573148.00,571473.80,573148.00,575148.50
57,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,1,0,27.419999999999998,411.3,0,0,6.4324,6.4987,8.5080,424.86,398.42,840.00,457.00,1264.86,458.37,1264.86,458.37,1238.42,456.60,1251.30,457.00,0,190.3,582089.90,582207.00,582273.30,588705.70,588705.70,588705.70,590715.00
58,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,1,1,27.419999999999998,411.3,180,1,7.3230,7.5001,9.5007,814.81,828.50,1251.30,457.00,436.57,468.03,436.57,468.03,422.80,454.85,840.00,457.00,1,1592.4,591224.80,591239.00,591416.10,598739.10,592298.40,598739.10,600739.70
59,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,1,2,27.419999999999998,411.3,45,2,9.0413,9.0579,11.0660,746.39,767.61,428.70,457.00,1118.16,742.90,1118.16,742.90,1137.24,752.30,719.53,747.83,3,1561.1,601248.40,601589.70,601606.30,610647.60,603973.10,610647.60,612655.70
60,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,1,3,27.419999999999998,411.3,225,3,2.5582,2.5582,4.5590,820.55,816.36,1130.83,747.83,541.14,177.25,541.14,177.25,556.73,167.45,840.00,457.00,0,876.6,613173.50,613280.90,613280.90,615839.10,615839.10,615839.10,617839.90
61,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,1,4,27.419999999999998,411.3,90,4,10.3589,10.4100,12.4240,753.00,754.93,549.17,166.17,848.11,857.28,848.11,857.28,845.94,860.31,549.17,577.47,3,908.2,618356.90,618357.00,618408.10,628767.00,621389.00,628767.00,630781.00
62,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,1,5,27.419999999999998,411.3,270,5,10.5584,10.5755,12.5842,809.61,818.17,840.00,868.30,835.67,58.70,835.67,58.70,837.22,50.13,840.00,457.00,2,925.7,631297.90,631796.80,631813.90,642372.30,637872.00,642372.30,644381.00
63,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,1,6,27.419999999999998,411.3,135,6,6.3402,6.3579,8.3663,766.29,763.23,840.00,45.70,557.96,758.20,557.96,758.20,540.21,747.59,549.17,336.53,1,1042.3,644890.00,645147.80,645165.50,651505.70,648798.20,651505.70,653514.10
64,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,1,7,27.419999999999998,411.3,315,7,10.6424,10.6424,12.6596,829.78,819.00,549.17,747.83,1127.63,152.92,1127.63,152.92,1135.43,175.95,840.00,457.00,2,1119.1,654031.60,654746.60,654746.60,665389.00,657805.90,665389.00,667406.20
65,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,2,0,54.839999999999996,228.5,0,0,1.8257,1.8257,3.8336,236.55,224.40,840.00,457.00,1075.16,431.41,1075.16,431.41,1064.36,452.78,1068.50,457.00,0,316.2,674339.10,675013.60,675013.60,676839.30,676839.30,676839.30,678847.20
66,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,2,1,54.839999999999996,228.5,180,1,4.2647,4.2647,6.2650,453.20,458.65,1068.50,457.00,616.07,483.44,616.07,483.44,610.52,432.28,840.00,457.00,1,331.3,679356.20,679357.60,679357.60,683622.30,681688.60,683622.30,685622.60
67,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,2,2,54.839999999999996,228.5,45,2,2.5170,2.5170,4.5251,412.50,430.13,611.50,457.00,1001.54,591.26,1001.54,591.26,1006.99,626.09,773.07,618.57,1,462.8,686131.80,686338.60,686338.60,688855.60,687188.80,688855.60,690863.70
68,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,2,3,54.839999999999996,228.5,225,3,2.7752,2.7752,4.7845,429.99,451.12,1001.57,618.57,699.05,313.01,699.05,313.01,687.76,294.49,840.00,457.00,0,985.4,691380.90,691563.40,691563.40,694338.60,694338.60,694338.60,696347.90
69,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,2,4,54.839999999999996,228.5,90,4,2.5157,2.5157,4.5161,448.92,429.11,678.43,295.43,854.20,708.51,854.20,708.51,851.65,688.01,678.43,523.93,2,480.1,696864.60,696864.80,696864.80,699380.50,697332.20,699380.50,701380.90
70,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,2,5,54.839999999999996,228.5,270,5,2.0488,2.0489,4.0574,433.13,438.30,840.00,685.50,852.83,252.56,852.83,252.56,851.71,247.35,840.00,457.00,0,372.0,701897.70,701897.70,701897.80,703946.60,703946.60,703946.60,705955.10
71,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,2,6,54.839999999999996,228.5,135,6,10.6900,10.6900,12.6989,443.90,420.38,840.00,228.50,685.89,644.79,685.89,644.79,690.62,621.45,678.43,390.07,4,512.9,706473.80,706473.90,706473.90,717163.90,708589.30,717163.90,719172.80
