GlobalTrialNumber,PairNumber,PairVariance,PairDescription,FilterPhase,FilterType,FilterRank,FilterVariance,FilterLatency,LayoutIndex,TrialInLayout,TargetSize,Amplitude,Direction,DirectionIndex,MovementTime,EntryBasedMT,TotalTime,EffectiveAmplitude,ActualAmplitude,StartX,StartY,EndpointX,EndpointY,LastEntryX,LastEntryY,SelectionX,SelectionY,TargetX,TargetY,ReEntryCount,PeakSpeed,TrialStartTime,MovementStartTime,MovementOnsetTime,MovementOffsetTime,FirstEntryTime,LastEntryTime,SelectionTime
72,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,2,7,54.839999999999996,228.5,315,7,1.5589,1.5589,3.5746,445.90,456.44,678.43,618.57,1010.19,320.65,1010.19,320.65,1000.21,294.86,840.00,457.00,0,687.5,719690.00,719897.30,719897.30,721456.20,721456.20,721456.20,723471.90
73,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,3,0,54.839999999999996,406.72999999999996,0,0,1.6995,1.6995,3.7072,401.27,398.03,840.00,457.00,1240.41,430.81,1240.41,430.81,1238.03,458.83,1246.73,457.00,0,378.7,729846.80,730280.60,730280.60,731980.10,731980.10,731980.10,733987.80
74,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,3,1,54.839999999999996,406.72999999999996,180,1,12.8224,12.8225,14.8320,800.01,802.74,1246.73,457.00,447.07,480.61,447.07,480.61,444.24,477.30,840.00,457.00,3,637.5,734506.70,734506.80,734506.90,747329.30,740645.90,747329.30,749338.80
75,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,3,2,54.839999999999996,406.72999999999996,45,2,2.7415,2.7748,4.7828,725.37,737.25,433.27,457.00,1100.56,741.39,1100.56,741.39,1115.80,735.73,720.87,744.60,0,1002.2,749848.50,749913.70,749947.00,752688.50,752688.50,752688.50,754696.50
76,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,3,3,54.839999999999996,406.72999999999996,225,3,9.2074,9.2074,11.2195,838.44,797.10,1127.60,744.60,541.74,144.81,541.74,144.81,558.02,186.98,840.00,457.00,4,1396.7,755213.90,755214.00,755214.00,764421.40,755854.30,764421.40,766433.50
77,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,3,4,54.839999999999996,406.72999999999996,90,4,2.6766,2.7511,4.7580,729.48,748.96,552.40,169.40,817.87,848.86,817.87,848.86,844.77,858.93,552.40,576.13,0,1010.0,766943.70,766959.00,767033.50,769710.10,769710.10,769710.10,771717.00
78,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,3,5,54.839999999999996,406.72999999999996,270,5,3.8999,3.8991,5.9079,789.15,819.01,840.00,863.73,851.45,74.66,851.51,74.79,841.96,44.73,840.00,457.00,2,445.5,772234.60,772234.70,772234.80,776134.70,774309.30,776133.80,778142.60
79,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,3,6,54.839999999999996,406.72999999999996,135,6,2.1073,2.1073,4.1073,753.89,731.15,840.00,50.27,576.80,756.72,576.80,756.72,560.62,725.94,552.40,337.87,2,817.7,778651.00,778851.40,778851.40,780958.70,779584.00,780958.70,782958.70
80,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,3,7,54.839999999999996,406.72999999999996,315,7,2.4320,2.4821,4.4909,787.43,819.34,552.40,744.60,1114.97,193.63,1114.97,193.63,1117.27,151.10,840.00,457.00,0,778.0,783476.80,783518.20,783568.30,786000.30,786000.30,786000.30,788009.10
81,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,4,0,91.4,228.5,0,0,0.5906,0.5906,2.5906,190.22,227.02,840.00,457.00,1029.54,473.05,1029.54,473.05,1066.79,467.16,1068.50,457.00,0,282.2,794692.40,794926.90,794926.90,795517.50,795517.50,795517.50,797517.50
82,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,4,1,91.4,228.5,180,1,1.1166,1.1167,3.1245,423.40,432.76,1068.50,457.00,645.99,484.51,645.99,484.51,635.77,461.60,840.00,457.00,0,1041.6,798025.80,798042.10,798042.20,799158.80,799158.80,799158.80,801166.60
83,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,4,2,91.4,228.5,45,2,0.7646,0.7646,2.7646,377.23,415.76,611.50,457.00,957.12,608.15,957.12,608.15,1002.06,599.53,773.07,618.57,0,284.3,801676.30,801677.60,801677.60,802442.20,802442.20,802442.20,804442.20
84,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,4,3,91.4,228.5,225,3,0.8151,0.8147,2.8286,430.93,461.88,1001.57,618.57,673.52,339.13,673.63,339.25,687.81,279.63,840.00,457.00,0,465.5,804959.70,804959.80,804959.90,805775.00,805774.50,805774.50,807788.40
85,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,4,4,91.4,228.5,90,4,1.1580,1.1575,3.1657,466.50,408.19,678.43,295.43,860.42,724.97,860.48,725.06,839.27,670.59,678.43,523.93,1,987.5,808296.90,808313.10,808313.20,809471.20,808854.90,809470.60,811478.80
86,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,4,5,91.4,228.5,270,5,1.3479,1.3478,3.3482,412.51,477.21,840.00,685.50,845.11,273.03,845.11,273.03,814.71,208.96,840.00,457.00,0,347.2,811997.20,811997.30,811997.30,813345.20,813345.10,813345.10,815345.50
87,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,4,6,91.4,228.5,135,6,1.3649,1.3660,3.3661,379.29,439.94,840.00,228.50,704.73,582.85,704.73,582.85,702.03,646.25,678.43,390.07,0,370.7,815862.80,815863.00,815864.20,817229.10,817229.00,817229.00,819229.10
88,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,4,7,91.4,228.5,315,7,0.9164,0.9164,2.9257,415.55,459.50,678.43,618.57,972.14,324.61,972.14,324.61,1014.50,305.21,840.00,457.00,0,425.1,819747.30,819895.70,819895.70,820812.10,820812.10,820812.10,822821.40
89,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,5,0,91.4,388.45,0,0,1.1419,1.1412,3.1415,433.49,383.94,840.00,457.00,1273.43,449.68,1273.53,449.73,1223.54,439.39,1228.45,457.00,1,594.5,832041.50,832808.50,832808.50,833950.40,833391.60,833949.70,835950.00
90,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,5,1,91.4,388.45,180,1,2.8165,2.8165,4.8250,739.51,788.25,1228.45,457.00,489.31,480.29,489.31,480.29,440.44,437.67,840.00,457.00,0,1199.8,836467.10,837066.80,837066.80,839883.30,839883.30,839883.30,841891.80
91,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,5,2,91.4,388.45,45,2,0.8412,0.8412,2.8413,758.26,717.13,451.55,457.00,1146.57,760.17,1146.57,760.17,1118.03,721.73,726.23,731.68,0,1105.0,842408.90,843133.30,843133.30,843974.50,843974.50,843974.50,845974.60
92,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,5,3,91.4,388.45,225,3,3.6832,3.6832,5.6926,733.16,756.25,1114.68,731.68,587.39,222.28,587.39,222.28,576.12,200.77,840.00,457.00,2,2072.0,846492.30,846608.20,846608.20,850291.40,847158.70,850291.40,852300.80
93,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,5,4,91.4,388.45,90,4,6.2246,6.2246,8.2246,675.68,762.02,565.32,182.32,834.92,801.89,834.92,801.89,856.74,886.42,565.32,570.77,2,1802.1,852817.20,853208.30,853208.30,859432.90,853516.40,859432.90,861432.90
94,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,5,5,91.4,388.45,270,5,2.1497,2.6311,4.6394,813.46,772.20,840.00,845.45,867.19,32.44,867.19,32.44,838.98,73.25,840.00,457.00,0,1670.6,861942.30,861943.70,862425.10,864574.80,864574.80,864574.80,866583.10
95,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,5,6,91.4,388.45,135,6,4.0248,4.0248,6.0336,752.22,722.53,840.00,68.55,580.51,774.59,580.51,774.59,559.64,734.47,565.32,343.23,2,564.1,867100.80,867191.30,867191.30,871216.10,868149.40,871216.10,873224.90
96,1,3.2225200000000003,"Low SD (~3.2) - Interpolated",1,oneEuro,interp,3.2225,1560.43,5,7,91.4,388.45,315,7,1.6984,1.6985,3.7093,821.98,794.69,565.32,731.68,1150.23,154.14,1150.23,154.14,1147.63,190.89,840.00,457.00,1,927.5,873742.70,873742.70,873742.80,875441.20,874391.20,875441.20,877452.00
97,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,0,0,27.419999999999998,228.5,0,0,11.5002,11.5500,13.5663,233.76,233.00,840.00,457.00,1073.42,469.57,1073.42,469.57,1072.91,450.36,1068.50,457.00,6,3724.9,887803.40,888071.20,888121.00,899621.20,890870.40,899621.20,901637.50
98,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,0,1,27.419999999999998,228.5,180,1,4.7816,4.7815,6.7921,446.96,448.83,1068.50,457.00,621.64,447.83,621.64,447.83,619.67,456.63,840.00,457.00,3,5241.8,902154.50,902205.60,902205.60,906987.20,904278.70,906987.10,908997.70
99,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,0,2,27.419999999999998,228.5,45,2,2.1151,2.1501,4.1584,409.51,414.71,611.50,457.00,990.87,611.20,990.87,611.20,995.11,614.57,773.07,618.57,0,13137.1,909505.50,909520.30,909555.30,911670.40,911670.40,911670.40,913678.70
100,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,0,3,27.419999999999998,228.5,225,3,5.9498,6.0414,8.0499,446.03,453.08,1001.57,618.57,680.56,308.92,680.56,308.92,681.86,297.54,840.00,457.00,4,6139.5,914196.60,914445.40,914537.00,920486.80,916211.80,920486.80,922495.30
101,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,0,4,27.419999999999998,228.5,90,4,21.1343,21.5336,23.5346,435.69,418.96,678.43,295.43,844.95,698.04,844.95,698.04,841.28,681.43,678.43,523.93,12,15398.0,923012.20,923012.20,923411.50,944545.80,925111.50,944545.80,946546.80
102,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,0,5,27.419999999999998,228.5,270,5,5.2491,5.2836,7.2836,443.47,450.04,840.00,685.50,842.14,242.04,842.14,242.04,845.10,235.49,840.00,457.00,1,2643.5,947062.30,947078.00,947112.50,952361.60,950278.40,952361.60,954361.60
103,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,0,6,27.419999999999998,228.5,135,6,9.5003,9.5647,11.5655,429.58,412.93,840.00,228.50,685.51,629.34,685.51,629.34,674.07,606.63,678.43,390.07,4,2813.8,954870.70,954872.10,954936.50,964436.80,957136.30,964436.80,966437.60
104,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,0,7,27.419999999999998,228.5,315,7,5.6991,5.8973,7.8976,457.06,460.27,678.43,618.57,991.90,285.95,991.90,285.95,1003.10,292.33,840.00,457.00,3,12014.3,966945.70,966947.10,967145.30,972844.40,969411.30,972844.40,974844.70
105,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,1,0,27.419999999999998,411.3,0,0,5.7837,5.7837,7.7837,414.65,411.55,840.00,457.00,1254.44,443.73,1254.44,443.73,1251.42,446.62,1251.30,457.00,0,5882.1,981477.50,982344.40,982344.40,988128.10,988128.10,988128.10,990128.10
106,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,1,1,27.419999999999998,411.3,180,1,5.9817,6.0001,8.0102,810.36,825.29,1251.30,457.00,440.96,462.98,440.96,462.98,426.01,457.34,840.00,457.00,2,8098.8,990645.70,990719.50,990737.90,996719.60,993826.90,996719.60,998729.70
107,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,1,2,27.419999999999998,411.3,45,2,5.1484,5.1990,7.2081,747.29,760.14,428.70,457.00,1120.19,740.34,1120.19,740.34,1133.76,741.09,719.53,747.83,3,15428.1,999244.80,999244.90,999295.50,1004443.90,1000152.90,1004443.90,1006453.00
108,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,1,3,27.419999999999998,411.3,225,3,4.8581,4.9587,6.9594,810.89,809.77,1130.83,747.83,562.46,169.47,562.46,169.47,558.51,174.97,840.00,457.00,2,13574.7,1006970.50,1007044.20,1007144.80,1012002.90,1009802.60,1012002.90,1014003.60
109,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,1,4,27.419999999999998,411.3,90,4,4.7331,4.7331,6.7418,746.45,758.04,549.17,166.17,836.41,855.14,836.41,855.14,841.57,865.54,549.17,577.47,4,10558.3,1014519.60,1014611.60,1014611.60,1019344.70,1016127.30,1019344.70,1021353.40
110,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,1,5,27.419999999999998,411.3,270,5,3.2501,3.2502,5.2506,813.04,814.68,840.00,868.30,849.52,55.31,849.52,55.31,843.11,53.62,840.00,457.00,1,7707.6,1021862.20,1021877.80,1021877.90,1025128.00,1023819.50,1025128.00,1027128.40
111,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,1,6,27.419999999999998,411.3,135,6,3.5168,3.5900,5.5905,746.54,747.42,840.00,45.70,556.74,736.42,556.74,736.42,557.09,737.51,549.17,336.53,1,7170.5,1027645.90,1027720.90,1027794.10,1031310.90,1030485.90,1031310.90,1033311.40
112,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,1,7,27.419999999999998,411.3,315,7,7.8750,7.9400,9.9482,814.39,813.74,549.17,747.83,1132.59,179.63,1132.59,179.63,1127.05,174.92,840.00,457.00,4,3739.3,1033828.30,1033828.40,1033893.40,1041768.40,1036835.50,1041768.40,1043776.60
113,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,2,0,54.839999999999996,228.5,0,0,1.1148,1.1318,3.1322,253.43,231.27,840.00,457.00,1093.32,449.42,1093.32,449.42,1071.27,455.57,1068.50,457.00,1,1313.3,1051395.20,1051704.40,1051721.40,1052836.20,1052095.00,1052836.20,1054836.60
114,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,2,1,54.839999999999996,228.5,180,1,1.8315,1.8316,3.8406,431.13,446.72,1068.50,457.00,637.46,465.66,637.46,465.66,622.04,441.60,840.00,457.00,0,1546.2,1055353.80,1055353.90,1055354.00,1057185.50,1057185.50,1057185.50,1059194.50
115,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,2,2,54.839999999999996,228.5,45,2,0.9831,1.0488,3.0559,397.80,415.31,611.50,457.00,978.97,609.35,978.97,609.35,999.92,604.02,773.07,618.57,0,1477.5,1059713.10,1059713.20,1059778.90,1060762.00,1060762.00,1060762.00,1062769.10
116,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,2,3,54.839999999999996,228.5,225,3,1.9496,1.9662,3.9675,430.46,440.78,1001.57,618.57,695.68,315.71,695.68,315.71,689.43,307.36,840.00,457.00,1,6161.6,1063285.90,1063286.00,1063302.70,1065252.30,1064102.20,1065252.20,1067253.50
117,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,2,4,54.839999999999996,228.5,90,4,1.2575,1.2575,3.2578,449.36,406.35,678.43,295.43,847.74,711.66,847.74,711.66,835.31,670.27,678.43,523.93,1,6623.2,1067769.00,1067769.10,1067769.10,1069026.60,1068436.00,1069026.60,1071026.90
118,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,2,5,54.839999999999996,228.5,270,5,1.2000,1.2661,3.2835,437.76,448.64,840.00,685.50,858.61,248.14,858.61,248.14,836.08,236.87,840.00,457.00,0,4472.7,1071544.90,1071545.00,1071611.10,1072811.10,1072811.10,1072811.10,1074828.50
119,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,2,6,54.839999999999996,228.5,135,6,1.0483,1.0483,3.0569,397.49,405.25,840.00,228.50,697.36,599.51,697.36,599.51,697.28,607.78,678.43,390.07,0,5497.2,1075345.20,1075345.30,1075345.30,1076393.60,1076393.60,1076393.60,1078402.20
120,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,2,7,54.839999999999996,228.5,315,7,1.4068,1.4069,3.4069,446.32,460.45,678.43,618.57,975.97,285.90,975.97,285.90,1004.08,293.05,840.00,457.00,1,5442.4,1078911.80,1078911.90,1078912.00,1080318.80,1080077.60,1080318.80,1082318.80
121,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,3,0,54.839999999999996,406.72999999999996,0,0,5.1393,5.1394,7.1399,392.02,387.52,840.00,457.00,1231.38,434.63,1231.38,434.63,1227.51,459.72,1246.73,457.00,3,10568.1,1088978.20,1089195.00,1089195.10,1094334.40,1090377.50,1094334.40,1096334.90
122,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,3,1,54.839999999999996,406.72999999999996,180,1,1.9741,2.0245,4.0249,786.44,815.22,1246.73,457.00,460.30,454.45,460.30,454.45,431.59,445.55,840.00,457.00,2,9284.7,1096844.50,1096844.60,1096895.00,1098869.10,1097569.00,1098869.10,1100869.50
123,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,3,2,54.839999999999996,406.72999999999996,45,2,1.1584,1.1738,3.1740,725.66,734.10,433.27,457.00,1104.98,731.58,1104.98,731.58,1114.20,731.30,720.87,744.60,0,6860.5,1101386.60,1101386.70,1101402.10,1102560.50,1102560.50,1102560.50,1104560.70
124,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,3,3,54.839999999999996,406.72999999999996,225,3,2.6079,2.6253,4.6347,786.27,799.94,1127.60,744.60,570.63,189.63,570.63,189.63,565.26,175.68,840.00,457.00,1,10006.6,1105076.00,1105076.10,1105093.50,1107701.40,1106701.90,1107701.40,1109710.80
125,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,3,4,54.839999999999996,406.72999999999996,90,4,7.3754,7.3904,9.3981,724.34,726.87,552.40,169.40,829.69,838.56,829.69,838.56,833.89,839.55,552.40,576.13,5,6283.7,1110228.10,1110228.20,1110243.20,1117618.60,1112118.50,1117618.60,1119626.30
126,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,3,5,54.839999999999996,406.72999999999996,270,5,5.0568,5.0570,7.0658,787.38,803.91,840.00,863.73,846.52,76.37,846.52,76.37,835.48,59.83,840.00,457.00,2,11550.4,1120144.50,1120144.50,1120144.70,1125201.50,1121685.40,1125201.50,1127210.30
127,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,3,6,54.839999999999996,406.72999999999996,135,6,1.8843,1.8844,3.8893,724.57,741.39,840.00,50.27,559.88,718.51,559.88,718.51,569.91,740.71,552.40,337.87,0,5248.2,1127719.10,1127720.50,1127720.60,1129604.90,1129604.90,1129604.90,1131609.80
128,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,3,7,54.839999999999996,406.72999999999996,315,7,2.5169,2.5819,4.5820,802.36,798.35,552.40,744.60,1136.80,194.83,1136.80,194.83,1120.04,183.22,840.00,457.00,1,10211.4,1132118.60,1132119.90,1132185.00,1134701.90,1133925.40,1134701.80,1136701.90
129,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,4,0,91.4,228.5,0,0,0.7486,0.8155,2.8247,265.90,229.91,840.00,457.00,1104.54,430.12,1104.76,429.44,1069.86,452.07,1068.50,457.00,1,3131.1,1141484.60,1141785.90,1141853.10,1142601.70,1142067.50,1142601.40,1144610.60
130,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,4,1,91.4,228.5,180,1,0.6500,0.7010,2.7069,413.05,435.45,1068.50,457.00,655.59,446.34,655.59,446.34,633.05,457.28,840.00,457.00,0,3704.3,1145127.50,1145127.50,1145178.50,1145828.50,1145828.50,1145828.50,1147834.40
131,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,4,2,91.4,228.5,45,2,0.2738,0.2738,2.2741,379.94,383.76,611.50,457.00,962.21,603.16,962.21,603.16,971.87,588.91,773.07,618.57,0,3568.4,1148341.80,1148344.20,1148344.20,1148618.00,1148618.00,1148618.00,1150618.30
132,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,4,3,91.4,228.5,225,3,2.7403,2.7899,4.7984,412.20,438.16,1001.57,618.57,704.72,332.59,704.72,332.59,684.03,316.66,840.00,457.00,2,4508.7,1151136.00,1151136.10,1151185.70,1153926.00,1151136.10,1153926.00,1155934.50
133,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,4,4,91.4,228.5,90,4,1.0075,1.0570,3.0570,384.35,441.24,678.43,295.43,805.80,658.06,804.87,656.88,853.40,700.49,678.43,523.93,0,4567.1,1156453.00,1156453.10,1156503.10,1157510.60,1157510.10,1157510.10,1159510.10
134,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,4,5,91.4,228.5,270,5,0.4574,0.5073,2.5165,416.57,448.22,840.00,685.50,831.73,269.01,831.73,269.01,818.56,237.79,840.00,457.00,0,7434.4,1160027.10,1160027.30,1160077.20,1160534.60,1160534.60,1160534.60,1162543.80
135,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,4,6,91.4,228.5,135,6,6.8829,6.9326,8.9406,446.40,397.46,840.00,228.50,706.59,654.50,706.59,654.50,676.91,590.96,678.43,390.07,5,6272.8,1163060.50,1163060.60,1163110.30,1169993.20,1163359.80,1169993.20,1172001.20
136,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,4,7,91.4,228.5,315,7,0.8913,0.9415,2.9492,445.74,440.14,678.43,618.57,1022.76,335.52,1022.76,335.52,1008.62,327.56,840.00,457.00,0,4116.6,1172518.80,1172518.90,1172569.20,1173460.50,1173460.40,1173460.40,1175468.10
137,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,5,0,91.4,388.45,0,0,0.4844,0.5337,2.5439,348.97,384.55,840.00,457.00,1188.30,435.38,1188.30,435.38,1224.04,437.15,1228.45,457.00,0,4345.8,1184343.00,1184993.00,1185042.40,1185526.80,1185526.70,1185526.70,1187536.90
138,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,5,1,91.4,388.45,180,1,2.5903,2.5902,4.5906,797.34,758.37,1228.45,457.00,432.07,417.88,432.07,417.88,470.08,454.22,840.00,457.00,1,18561.5,1188046.00,1188060.60,1188060.60,1190650.90,1189901.60,1190650.80,1192651.20
139,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,5,2,91.4,388.45,45,2,1.0148,1.0324,3.0406,760.35,710.81,451.55,457.00,1159.67,733.93,1159.67,733.93,1100.37,747.32,726.23,731.68,1,25477.2,1193169.00,1193169.10,1193186.80,1194201.60,1193526.30,1194201.50,1196209.70
140,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,5,3,91.4,388.45,225,3,0.7740,0.7740,2.7829,736.96,744.23,1114.68,731.68,607.98,196.54,607.98,196.54,598.37,195.66,840.00,457.00,0,20899.0,1196727.30,1196727.40,1196727.40,1197501.40,1197501.40,1197501.40,1199510.30
141,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,5,4,91.4,388.45,90,4,1.7245,1.7245,3.7321,691.58,733.98,565.32,182.32,862.56,806.77,862.56,806.77,871.08,849.59,565.32,570.77,0,3823.9,1200027.20,1200027.20,1200027.20,1201751.70,1201751.70,1201751.70,1203759.30
142,2,17.512900000000002,"Medium SD (~17.5) - Interpolated",0,exponential,interp,17.5129,354.82,5,5,91.4,388.45,270,5,1.6746,1.9905,3.9914,808.42,779.06,840.00,845.45,807.09,37.70,807.09,37.70,840.75,66.39,840.00,457.00,1,15512.4,1204268.60,1204268.70,1204584.60,1206259.20,1205017.30,1206259.20,1208260.10
